,Tweet,Date,User
233,I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @Ingressive4Good and @DataCamp https://t.co/w7fskcVBnt,2022-04-28 11:42:49+00:00,teemotyy
234,I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @Ingressive4Good and @DataCamp https://t.co/uVhNkDuJte,2022-04-28 11:42:08+00:00,Only_1Oreo
235,scholarship cutie🤞,2022-04-28 11:42:05+00:00,AbegailJuliana
236,"@StephenWoroniec Politically, when people compel students to define concepts with a precision they never achieved themselves or hammer them to narrow down they are exerting patriarchal scholarship! We do on the contrary need young people to think it BIG!",2022-04-28 11:41:53+00:00,AndreaLampis
237,"@KassyDillon I paid mine off years ago (I was fortunate to have had a lot of scholarships and grants) and hope he does forgive student loans. The increase in tuition and associated costs for higher education has been astronomical, why would I burden others for some meaningless ""what about me""",2022-04-28 11:41:44+00:00,Sporosarcina
238,"@GeoffreyGrubbs @davepettengill Candler has tons of scholarships available. I was very blessed to have all my expenses covered by the many I applied to and received. That’s why I chose the seminary I attended, so I wouldn’t have debt.",2022-04-28 11:41:41+00:00,scwalters
239,"""I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @datacamp"". https://t.co/bSdgRQACbo",2022-04-28 11:41:30+00:00,hamida_west
240,"Happening now in Swaziland: Students from various tertiary institutions protesting at the at the ministry of Labour and social security to demand their personal allowances, scholarships for all, amongst other demands including the democratisation of the country.

#DemocracNow https://t.co/81UK40WzQi",2022-04-28 11:41:23+00:00,CPSwaziland
241,@Theroothub Pls I need the Google career certificate scholarship,2022-04-28 11:41:18+00:00,CitiRetro
242,"I bartended to pay for what my scholarships did not cover. No way I would ask a bartender to pay for my kids. 

Sick and tired of excuses and lack of responsibility. Those who signed the docs own this. Not the taxpayers. https://t.co/d65QAjDKm2",2022-04-28 11:41:15+00:00,LeighBrown
243,"@Kicchafan101_ @YashCultSuhas @ambarisha_d @prashanth_neel @TheNameIsYash Valmiki tullu yako sulemagane nin amman tullige Hakond scholarship duddalli condom tagomd keybeka sulemagane 
Nim amman tullige vimal hakond keythini sulemagane",2022-04-28 11:41:14+00:00,VaaliYash2
244,"""Is it the craziest thing I’ve ever heard? Oh God, in this business? No. Are you kidding?”

-Notre Dame AD Jack Swarbrick when asked about a military proposal to fund athletic scholarships in exchange for service. https://t.co/dQoaGO4U4w via @sportico",2022-04-28 11:41:12+00:00,kbadenhausen
245,"コロナに関係ないけど

私、奨学金、scholarshipは、
成績優秀とか
何かに秀でていて
学費が免除だと思ってた。

学生ローン、student loan って
何故言わないの？",2022-04-28 11:40:58+00:00,genevievecalla
246,"@MatthewMarchant @MarkDavis A wise man once told me that you can't borrow money for retirement. If your kids are smart enough for college, scholarships or the VA will pay for it.",2022-04-28 11:40:58+00:00,trecoal
247,My nephew got a 100% and 150% scholarships respectively to two of some of the prestigious rugby high schools in the province ! Man I’m proud ❤️🙏🏽,2022-04-28 11:40:47+00:00,justwellington
248,I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @datacamp. Grateful for the opportunity 🙏 https://t.co/Ds4wU4e3Bs,2022-04-28 11:40:39+00:00,kwabs97
249,"Just over 2 hours until deadline!

#scholarship https://t.co/Fve29wC8v0",2022-04-28 11:39:53+00:00,rikkitweets
250,"@nikhilwalia87 @kivijussi @ITYSL_memes ...That was my point. The question is whether he was self-made, not fortunate. You can be fortunate and still self-made.

You seem to be discounting his work because he got a scholarship when the scholarship was a result of his work...",2022-04-28 11:39:39+00:00,darrensmale
251,The Aspen times reported in April 1951 that the Aspen Music Festival would be expanding the scope of its school with a scholarship drive and partnership with the University of Denver. https://t.co/fFwTw73UVT,2022-04-28 11:39:34+00:00,TheAspenTimes
252,@RadharamnDas @AmitShah @narendramodi @DelhiPolice Saheb will give them scholarship it's a great vishwas jeeto opportunity for him 😜,2022-04-28 11:39:13+00:00,mogli692387
253,One of my favorite evenings- Senior academic awards and scholarship night! So great to see these kids! #tbw https://t.co/5qZfGnrSKF,2022-04-28 11:39:04+00:00,fuhrman_jarred
254,"We have a 1 year MRes Scholarship available, funded by EDF and KESS 2, researching the ‘Computational Assessment of Nuclear Fuel Performance for Next Generation Reactor Systems’. To find out more:

https://t.co/h9HBNLf7Yb

https://t.co/SNJDDVmh6O",2022-04-28 11:39:00+00:00,NuMaBangor
255,@enhacute1 match,2022-04-28 11:38:35+00:00,hermeseven
256,21st Annual Scholarship Awards https://t.co/9irYPBZOuY https://t.co/abLUvJlQHh,2022-04-28 11:37:54+00:00,IsabelBevingCNA
257,@Kraytoshi @Stepnofficial is there any scholarship sir?,2022-04-28 11:37:51+00:00,krishnaleo0809
258,"@ShannonCrossle1 @TheBloggess Teachers are horribly underpaid and under funded. If you have a problem with that you can look to Trumps wonderful education cuts.

They’re are only so many scholarships and grants and a LOT of educated teens. Not to mention income inequality 🙄

Disregarding every problem 😑",2022-04-28 11:37:38+00:00,KantaKuyaTTV
259,@RinasPromotes @DoyoungPromotes n,2022-04-28 11:37:28+00:00,hermeseven
260,I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @datacamp,2022-04-28 11:37:18+00:00,Harthomade
261,Vote for my essay in the @varsitytutors Scholarship contest! https://t.co/5ov5DQV694,2022-04-28 11:37:00+00:00,EAGArchery
262,"@sharksproms kasi isesend mo palang ang prize, may vouch na agad ako. owshi, ako piliin mo 🥰🥰😩😩😩🤪🤪🤪😏😏😏🫰🏼🫰🏼🫰🏼🫰🏼🥹🥹🥹😊😊🤡🤡🤡",2022-04-28 11:36:58+00:00,hermeseven
263,Have the dogs stopped biting the boys? What Deacon say? We can't afford to miss anymore scholarships. https://t.co/syS2HR4q1B,2022-04-28 11:36:53+00:00,bephillip33
264,"I worked, went to school paid each semester as I went. Went to a community College but I done it and when I finished I was debt free.
You want free college do like my kids, serve in the military or study hard and work towards scholarships https://t.co/f3APofkDak",2022-04-28 11:36:29+00:00,LtewdiazBest
265,Vote for my essay in the @varsitytutors Scholarship contest! https://t.co/16nAQDrPgW,2022-04-28 11:36:23+00:00,EdCampBoro
266,I’m really only showing up to Day o’ Scholarship so that MarComm can get me a new Twitter profile pic,2022-04-28 11:36:22+00:00,SustainingNow
267,"@Angelsharelove hehe, always on po 😊",2022-04-28 11:36:21+00:00,hermeseven
268,"Until education subsidy is removed, ASUU will keep going on strike. Let the schools run themselves and generate profit. School fees will shoot up but quality will also shoot up later. Build a good scholarship, education grant and loan fund to cushion the cost.",2022-04-28 11:36:15+00:00,drndudavid
269,@TomiLahren And what is a scholarship or grants,2022-04-28 11:36:09+00:00,Friday567
270,@NicsGivess goodeve po,2022-04-28 11:36:01+00:00,hermeseven
271,"@EllieMRoberts For sure. Just like anything else, schools can pick their “Specialty” and become a hub for scholarship on a given culture. I got into Classics by diving into Greek and Egyptian Archaeology classes. But I might have gone a different direction if I saw Mayan Culture first.",2022-04-28 11:35:48+00:00,improbus00
272,Vote for my essay in the @varsitytutors Scholarship contest! https://t.co/nL0zjFsdLB,2022-04-28 11:35:42+00:00,EAGGradCoach
273,"""I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @datacamp"". So glad to start this data journey. https://t.co/8hyRnwfTTe",2022-04-28 11:35:31+00:00,Endlessjoy6
274,"AMP Higher Education Scholarship Fund:
This fund is aimed towards enabling each and every meritorious but needy Student to pursue his/her dream.AMP believes that none of our Muslim student should drop out of Education becz of poor financial conditions.
 https://t.co/BQ34pr1LGR",2022-04-28 11:35:31+00:00,faridi10
275,"@GoodnessAwopetu No scholarship is easy 😂...as more people hear about it, they will apply. Its a 50/50 chance in the end, even when we think we have ticked all the right boxes. You just pray &amp; hope your best effort is good enough for each round. Scholarship hustle is filled with highs &amp; lows.",2022-04-28 11:35:19+00:00,MadeEveryday
276,"Here’s an Early Look 👀 at Thursday’s Farragut High School Announcements ⚓️
___
ELLIE ACKERMANN AND AVERY STRICKLAND are signing College Scholarship Papers at 8:00 this morning in the Gym Lobby Area 
🏀🏐⚓️
__
Link to vote for ⁦@LBrakovec⁩ is https://t.co/vUbH7WI2wL ⚓️🥎 https://t.co/PDA0hxWj2L",2022-04-28 11:35:16+00:00,coachtatefhs20
277,"Applications now open for nearly $1 million in scholarships for students pursuing healthcare careers
 https://t.co/xPXP87HfDV",2022-04-28 11:35:14+00:00,PWarmack_Author
278,caught myself tripping over a boy who dropped out of uni but just reminded myself that i did the impossible and beat over 400 applicants for a phd scholarship on my FIRST TRY so that’s that,2022-04-28 11:35:00+00:00,_waveybby
279,"@MuftiYoda Classical scholars base it on 'urf customs of whatever land a person lives in, some modern clergy scholarship which crosses borders doesnt take this into account for modern historical/political reasons",2022-04-28 11:35:00+00:00,mufasayim
280,"Are you waiting to buy a game but you've already spent your pocket money this month? 
No worries we got you covered. Participate in Tao competitions and win multiple rewards and cash scholarships.
#MorePowerToYou",2022-04-28 11:34:33+00:00,Tao_wave
281,@LisaBritton I remember reading or hearing somewhere that women receive 4 times as many scholarships as men. We need to reform our education system. It shouldn't take 12 years to train a doctor. College is a joke.,2022-04-28 11:34:17+00:00,lorence_matt
282,"Matsumae International Foundation Fellowship 2023 in Japan | Fully Funded | MIF Fellowship

Duration: Three to six months 

Link: https://t.co/L8ajltJJVB

Deadline: June 20, 2022.

#ScholarshipsCorner #MIFFellowship #fellowshipinjapan #japan #fellowships #fullyfundedfellowships https://t.co/y1XGY3LSMM",2022-04-28 11:34:15+00:00,scholar_corner
283,Manifesting @CPGclub scholarship though 🥶,2022-04-28 11:34:07+00:00,NFTLauren1
284,@SlimeRoyale Slime royale have a scholarship???,2022-04-28 11:33:55+00:00,owehtexon
285,@ScottLEOWarrior $LEOS $LEON #LEONICORNSWAP,2022-04-28 11:33:52+00:00,hermeseven
286,"Athletes; when it comes to your social media, don't let an opinion, inappropriate post or rant cost you a possible scholarship. 
Before you post something, first think: 
- Would I want my parents to see this?
- Would I want my HS or recruiting coaches to see this?",2022-04-28 11:33:45+00:00,DefnseUnivrsity
287,Note that I'm not saying that you shouldn't neglect a scholarship if it pays really low. What I'm criticising is that most people are in for the token price and not because of the game. I just love how hypocrite this community is.,2022-04-28 11:33:41+00:00,elyte_vam
288,Applications are officially open! ⚡ Scan the QR code to apply for the Power Learn Software Development Scholarship Program. #1MillionDevs4Africa https://t.co/vKEWqO0JoK,2022-04-28 11:33:22+00:00,adanianlabsSA
289,"""I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @datacamp"" https://t.co/GHLX9em5p2",2022-04-28 11:33:10+00:00,nma_black
290,@chrismohney Let me guess - your parents paid for your education? Not everyone is that lucky. Nor were they awarded scholarships. And there are many people out there who tried very very hard to pay student loans and could not. I don't blame them for needing herlp.,2022-04-28 11:33:07+00:00,Wanda_Paryla
291,@sthabillemajozi @Ingressive4Good Do you have a scholarship?,2022-04-28 11:33:03+00:00,RicksonOsebe
292,Ahhh @RadioRayRTE. From page 59 of #APagefromMyLife to winning a scholarship to @IcelandWriters. Look what you started!!! https://t.co/w3ZNyKw8uC,2022-04-28 11:32:29+00:00,thesparklyshell
293,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/GIvbYUXHKr,2022-04-28 11:32:28+00:00,WisconsinGrants
294,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/Gd2gpcM9Lx,2022-04-28 11:32:27+00:00,VirginiaGrants
295,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/jKqfnBoqWn,2022-04-28 11:32:24+00:00,SCarolinaGrants
296,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/6me54g1veo,2022-04-28 11:32:23+00:00,PAGrants
297,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/dzg0wgF1pW,2022-04-28 11:32:23+00:00,OregonGrants
298,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/B1yPZnq98N,2022-04-28 11:32:22+00:00,OklahomaGrants
299,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/JZII976xat,2022-04-28 11:32:19+00:00,NebraskaGrants
300,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/ND3FtDuXSx,2022-04-28 11:32:18+00:00,MSGrants
301,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/nd2pBWQHpm,2022-04-28 11:32:16+00:00,GrantsMaine
302,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/MiugHuRTvi,2022-04-28 11:32:13+00:00,IndianaGrants
303,"@cable18 @SEC_CRNA @SameOldVols It really is. The free community college thing just started &amp; most states don’t have programs like that. But even with the lottery scholarship, tuition is around $1k per semester above the scholarship. That doesn’t even include books. &amp; hopefully you don’t need a dorm.",2022-04-28 11:32:13+00:00,ETSU_Buckeye
304,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/1GxIyPNHZc,2022-04-28 11:32:13+00:00,GrantsIllinois
305,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/vozveDRtbh,2022-04-28 11:32:10+00:00,GrantsDelaware
306,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/lFJepynEEX,2022-04-28 11:32:10+00:00,GrantsDC
307,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/4AXcjaledV,2022-04-28 11:32:09+00:00,GrantsCT
308,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/ywZmb5jYdf,2022-04-28 11:32:08+00:00,GrantsArizona
309,Scholarships to USA Immigrants to Offset College Expenses-  Due: 12/31/2022 https://t.co/mHtEe50cH0,2022-04-28 11:32:07+00:00,GrantsAlaska
310,"@nixeniego Hi sir, I am looking for a scholarship, promise I'm hardworking 😊",2022-04-28 11:32:01+00:00,LizadaRitchmon
311,We’re profiling 25 @MemorialU Scholarship recipients to celebrate 25 yrs as a Foundation. In 2007 ⁦@jordanwright99⁩ received the 1st FFF MBA Leadership Award. Learn about his journey from ⁦@MUNBusiness⁩ to ⁦@signalcampus⁩.@MemorialUAlumni https://t.co/uqU8ZDGOxE,2022-04-28 11:31:54+00:00,fryfamilyfound
312,"""Dad had been offered a scholarship but his Dad had been killed by a rivet dropping on his head (no hard hats) so had to support his family instead. Dad became a shop steward to protect him and colleagues from their bosses""

John Shale
@wiganshale 

#WorkersMemorialDay https://t.co/DNcR0bc0xj",2022-04-28 11:31:48+00:00,WhyWeAreSocs
313,Honored to recognize Jimmy Pisani as @CulverAcademies finalist for the 47th Annual Moose Krause scholarship. Jimmy plans to study economics @UMich Culver family is proud of your achievements https://t.co/CRLa3wzDE0,2022-04-28 11:31:30+00:00,CulverFootball
314,#scholarship https://t.co/tELquyTlJq,2022-04-28 11:31:26+00:00,Rishi144448
315,Incredible!! Entire third grade class shocked with full-ride college scholarships during assembly https://t.co/Ixs8OXNrjI,2022-04-28 11:31:26+00:00,alexandriasuder
316,"Any 16-19yr old footballers that have been released from an Academy, please get in touch.

Whether it’s to secure a US scholarship, find another club, guidance with a uni course, or provide careers advice.  

It’s completely free – I’m keen to help. 

Please Share, Like &amp; RT",2022-04-28 11:31:14+00:00,keany4
317,"🧐 South African group @MTNNG, Africa’s largest telecom has started over 900 projects in its 20-year existence in Nigeria, under the @MTNFoundationNG

🤑 It has spent $55M on scholarship schemes, maternal health improvement &amp; promoting the performing arts. https://t.co/pwKPGRzFcy",2022-04-28 11:31:00+00:00,BruceQBurke
318,"@kendallybrown @kendallybrown you do realize scholarships are in fact are paid for by donors and not stolen from tax payers, yes?",2022-04-28 11:30:53+00:00,highv0lt6ge
319,@aviannapromotes meron naman po 😊,2022-04-28 11:30:22+00:00,hermeseven
320,"The ICFAI University, Jaipur offers UG, PG &amp; Ph.D. Campus-based Programs 2022.
Excellent Placements and Merit Scholarships are available.
Highest pay package: 10 lakhs per annum.
Apply Now @  https://t.co/1kzswtwKDH
#ICFAIadmissions2022 #placements #ICFAIplacements . https://t.co/VNMdYY4Fpr",2022-04-28 11:30:12+00:00,icfaijaipur_
321,"🔔  👩‍🎓 👨‍🎓 We offer additional #scholarships for #BA and #MA to students  displaced due to conflict in #Ukraine 
🕑  #Apply by 1 May (Summer entry) or 30 May (Fall entry). 
➡️  More here: https://t.co/EcawqPu39Y

#studyabroad #funding #financialaid #university #bachelor #master https://t.co/5ogstFQisp",2022-04-28 11:30:10+00:00,Brussels_School
322,Kylan Benson has earned more than $3 million in scholarships from more than a dozen of the nation’s top Ivy League and post-secondary institutions. https://t.co/iaNPohhNQ6,2022-04-28 11:30:09+00:00,WLBT
323,"📣There's an exciting opportunity for Black and ethnic minority scholars currently taking PhD study in politics and international relations.
 You have the chance to be awarded a Diverse Voices Scholarships in 2022  by the PSA

To apply use the link below⬇️
https://t.co/PKPr1cTWzY",2022-04-28 11:30:07+00:00,DMUpolitics
324,@ssaige07 deleted na 😊😊 HAHAHAHAHAHAAH,2022-04-28 11:30:06+00:00,hermeseven
325,"I gave! @vcu ⁦@vcuchp⁩  
Please join me in supporting student scholarships! 
https://t.co/3joEpSmwpJ https://t.co/CZlvz2VZDq",2022-04-28 11:30:00+00:00,susanparish
326,"@NathanTankus @karlbykarlsmith There’s been a lot of very good scholarship on this recently. White women did a lot of active management of slave labor, and were invested in the economics of it, much more so than people seem to think.",2022-04-28 11:29:59+00:00,jdvdub
327,@briebriejoy @KassyDillon I thought about how hypocritical it was of her to lash out at those who needed their student debt canceled while she received a scholarship.,2022-04-28 11:29:59+00:00,davidmweissman
328,"@sharksproms tama, kaya dapat ako ang sunod na manalo. eme!",2022-04-28 11:29:47+00:00,hermeseven
329,This is the best deal for youths about technology just log in to #1MillonDevs2Africa and you may have a chance in getting a scholarship in tech @ItsKwambox @kingkaka and many more,2022-04-28 11:29:42+00:00,DemarqoK
330,"The 2022 Johnson Scholarship Program is now open! We are proud to offer 50 scholarship opportunities, valued at $1000 each, to eligible applicants. 

Deadline: July 28, 2022

To learn more about this exciting opportunity, visit https://t.co/obZ03FEzTk. https://t.co/YLJZBGb2tU",2022-04-28 11:29:20+00:00,WeAreJohnson
331,"Writing applications for job, scholarship and other opportunities is the most stressful thing I've encountered at the back of many rejections.

You're like: Will this thing even work and yet you are writing... 😭😭

@Oludeewon",2022-04-28 11:29:00+00:00,Ngwoke_Ifeanyi
332,"@DavidOAtkins @KassyDillon What ""injustice""?  They signed the loan papers and chose to take the money, why shouldn't they have to pay it back?  How is that ""injustice""?  Are you sure you got an academic scholarship full ride? Didn't get much of an education. Don't sound very bright to me.",2022-04-28 11:28:48+00:00,Tilly14068971
333,Sign up for @TCD_Chemistry's #postgrad info session on our  #circulareconomy + #recycling technologies  on May 10th at 12 pm (GMT). Teaching from @TCD_NatSci @tcdengineering @TCD_physics. Scholarships @HEA_Skills HCI available for 22/23 entry. https://t.co/IAGdfj4wyC https://t.co/iJ5A7k1kZs,2022-04-28 11:28:14+00:00,TCD_Chemistry
334,Good morning to non spoiled bratts who didn't get huge scholarships and then paid off college w crypto. https://t.co/elnEyYhSM3,2022-04-28 11:28:13+00:00,genxgmom
335,"@elizadler13 @MLJohnson80 @LeslieK0228 @TomCottonAR Did you only borrow what you needed or did you max your loans out because it was “free money” or low interest money? Summers you probably didn’t attend class, did you work? Did you party your money away? Did you earn scholarships?",2022-04-28 11:28:01+00:00,Laumitch06
336,@AppliedGiftedEd That’s really the mindset high achieving HS students need to adopt: drop the Ivy/private school applications and maximize scholarship dollars. Goal should be a debt-free BA.,2022-04-28 11:27:50+00:00,GPollowitz
337,@sxxji_ https://t.co/Qw5H97O5qe,2022-04-28 11:27:25+00:00,hermeseven
338,"Tracey D. Ray Book Scholarship recipient Adriene Henderson receives books used to promote the JOY of reading in her classroom in Winston Salem, NC LITERACY BELONGS IN EVERY CLASS ! Teaching literacy to students means that they are given the ability to communicate clearly https://t.co/nCHZasq6N9",2022-04-28 11:27:19+00:00,EngramMuldor
339,@AttyBayard @Fiocho @KassyDillon So the most charitable take is “her loans were very well supplemented by a nearly full scholarship”,2022-04-28 11:27:15+00:00,kurtatx
340,Full LLM Scholarships | 2022 LLM Degree Scholarships https://t.co/WIMNmp6jnR,2022-04-28 11:27:12+00:00,petgroomerNG
341,@KeithOlbermann @KassyDillon I'm not paying for someone else's student loans. If you can't afford College or are not smart enough to get scholarships then you don't get to go to college. College is not a human right. You're rich start a scholarship program.,2022-04-28 11:27:09+00:00,FreedomGamingPC
342,@sharksproms hello po,2022-04-28 11:26:53+00:00,hermeseven
343,"@bigojapan Hello sis..how do I apply for a scholarship to staN?
because I like to walk in the afternoon",2022-04-28 11:26:47+00:00,TaufikFakrurra1
344,@KylieProms done po! 😊,2022-04-28 11:26:23+00:00,hermeseven
345,"#Mawhiba is proud to announce its #RegeneronISEF Special Awards given to 18 students with top STEM projects @Society4Science

Awards include scholarships at @KFUPM and to attend Mawhiba Universal Enrichment program

Winners will be announced on:
🗓 13 May
⏰2:00 AM KSA https://t.co/V1EaWobypF",2022-04-28 11:26:01+00:00,mawhiba
346,"Sir ek bar yogi ji se up obc scholarship na dene ka vjh bhi puchh lijiye
Hm jaise grib logo ke vote pe to apni roti sek skte hai jrurt pe hmara hk bhi le lete hai
Nhi dena tha to February me hi bta dete
Hm bhi smbhl jate
Gribo ke sath khilwad huaa hai
Mere stutas me kya kmi h https://t.co/5D2aopzt5Q https://t.co/pMnvTg5yT7",2022-04-28 11:25:50+00:00,AmreshC45542786
347,"Thanks to @CloudNativeFdn  for offering a scholarship to attend @KubeCon_ 2022 Europe Virtually. Feeling excited &amp; happy! 

#KubeCon #CNCF https://t.co/0qm4gmWNxc",2022-04-28 11:25:24+00:00,yuvaraj_11_
348,Pursue your dream course at a cheaper price. There are more scholarships available. https://t.co/me0rXq2vOW,2022-04-28 11:25:23+00:00,QuanAwudu
349,Two ways to get student loans paid off. Never show up to class and barely pass with no scholarships but Biden forgives your massive student loans. Or go to every class and work your ass off so you get a full ride and sacrifice quality of life. I literally have no college loans.,2022-04-28 11:25:16+00:00,MaxIsSmart2019
350,@teamawatuck Can i apply for axie scholarships sir? 2.8k MMR highest rating,2022-04-28 11:25:12+00:00,mystrasss
351,"When I came to US one thing I noticed was kids have no feeling of national pride. Even they join the army to get scholarships, not because they are some nationalists. Three decades later you see where the US is- morally, socially and financially bankrupt.",2022-04-28 11:25:11+00:00,SunilKumarAus
352,He's going to Harvard! The Alabama high school valedictorian has earned more than $3 million in scholarships. https://t.co/fJvkqRvkto,2022-04-28 11:25:09+00:00,foxcarolinanews
353,@KassyDillon Oh shut up scholarship sweetheart. My step dad Hess diagnosed with cancer and had a heart attack my Junior year and POOF went any financial help. Even with scholarships and grants 4 years put me in a lot of debt. 15 years out because of interest I still owe 25k. https://t.co/iDiGKd7OG5,2022-04-28 11:24:51+00:00,SamALammNC
354,Super important / long overdue. Looking for more attention and scholarship as a next step. Thanks @jacob_mays @JesseJenkins ; Heads up @CostaSamaras @JigarShahDC @RobGramlichDC @MattBakerEnergy @ramez @cleantechsonia ; Take a look @BorensteinS @MichaelEWebber @TKavulla https://t.co/k73J8JnxUl,2022-04-28 11:24:36+00:00,TanujDeora
355,"@GregHands Dad a toolmaker, mother a nurse.  Got a scholarship to the local supported Grammar School. Studied at Leeds Uni, was top of his year so got to do his postgrad at Oxford. So, working class lad done good",2022-04-28 11:24:17+00:00,PippaMusgrave1
356,"Upcoming Eastmont, Wenatchee female graduates eligible for scholarship – https://t.co/YGDOsaiCkY https://t.co/WVt6BffdoX",2022-04-28 11:24:17+00:00,abuarsy21355212
357,"Colburn Law Annual Spinal Disability Scholarship 2022 
|| Follow us for International Opportunities || 
#conferences #scholarships #opportunities #fullyfunded #internships #fellowships #entrepreneurship #academicconferences
https://t.co/GlrqbheFVy",2022-04-28 11:24:14+00:00,oya_opportunity
358,"Those of us who are more senior have an obligation to not only read and cite the work, but to engage with junior scholars and lift them up. Burying scholarship in an endnote when you have the opportunity to use your connections to prop up the next generation is a choice.",2022-04-28 11:24:09+00:00,MiddleSeaHist
359,@cvpayne Ccp classes (college credit plus) allowed my daughter to take college courses while in HS. She will Graduate one year early with a 4.0 (2023) She EARNED scholarships and works 2 pt time jobs and I pay the balance. Zero debt at graduation. Hard work &amp; responsibility is key!,2022-04-28 11:23:41+00:00,lesmithry73
360,"i meed to have a talk with whoever said senior year was suppose to be fun 🤨 not looking so hot with a 11 paragraph essay, AP portfolio, senior paper and scholarships due",2022-04-28 11:23:30+00:00,winniewastaken
361,@suniludaiya Ews students need age relaxatation &amp; scholarship(Ph.D) for there higher education.,2022-04-28 11:23:20+00:00,iamprosenjits
362,"2022 Internews’ Earth Journalism Network (EJN) Scholarships for Journalists to cover Biodiversity Conferences. @earthjournalism 

Deadline: May 1, 2022.

https://t.co/omceH5dmGH https://t.co/r6ezevnjKO",2022-04-28 11:23:16+00:00,Oppourtunties
363,"Senior Spotlight: Andrew Saulsbury will be attending Western Carolina University in the fall. He will be majoring in Chemistry with a concentration in Biochemistry. Andrew also gained admission to the Honors College at WCU, where he received a sizable scholarships. #IBProud https://t.co/Jp6DLdhIHY",2022-04-28 11:23:15+00:00,EGsib
364,"@chowdaryvishru @KhaledBeydoun So what
Since some muslim get scholarship means no muslim are harmed right based on your logic right",2022-04-28 11:23:11+00:00,2newhope3
365,I'm so excited to announce that from October I will be studying on the Executive MBA course at @MCI_Innsbruck! I am so grateful to have been awarded the Jean Claude Junker scholarship @EU_Commission and to @SalzburgGlobal for supporting me to pursue further studies. https://t.co/Ww2z38QcnJ,2022-04-28 11:23:08+00:00,fayehosbon
366,@myogioffice @myogiadityanath Up scholarship ki khushahali kha hai maharaj ji hm logo ke bhavishya ke sath khel rahe hai aap log,2022-04-28 11:22:51+00:00,VishalY37911943
367,@PunkyVerse Punks 🚀,2022-04-28 11:22:48+00:00,abc123ra7
368,i feel bad using my scholarship stipend for genshin 😭😭 ipagpapabuti ko na lang po pag-aaral ko para sa bayan hehe,2022-04-28 11:22:20+00:00,thomabb
369,Aden Perry Good Samaritan Scholarship Fund. Alan Perry (USAR FL-TF1) His son Aden witnessed a car go into a lake and jumped in. He drowned and the family decided to set up a scholarship fund in his honor.https://t.co/5cHhENCUr7 @IAFFNewsDesk,2022-04-28 11:22:07+00:00,IAFF12thDVP
370,"My daughter received a scholarship! Thanks Chick-Fil-A! 
#Scholarship #chickfila #college https://t.co/4745PVi7uQ",2022-04-28 11:21:59+00:00,MariatHenriksen
371,Today @ThinkUHI I did a session about trees with third year Literature BA students as part of their Nature Writing module. They wrote beautiful things about trees. This is part of my @LTA_UHI research scholarship project into interdisciplinary learning. #ABTree,2022-04-28 11:21:59+00:00,HI_Voices
372,HELLO I'LL BE ANSWERING MY SCHOLARSHIP EXAM IN A FEW MINUTES PLS WISH ME LUCK HUHUUUHUUUH,2022-04-28 11:21:50+00:00,bigwinriri
373,"@ktwebb2 @TheBloggess Look up the cost of tuition and room and board at pretty much any school.  Here in Georgia, almost all students have the Hope scholarship, and room and board is more than remaining tuition.  So they take out loans and use them for room and board.",2022-04-28 11:21:46+00:00,bsucardfan95
374,It's official! I'm going to #UKSG2022 and this will be my first in-person conference as the Bodleian Open Scholarship Librarian! Is anyone else going in-person in the open scholarship twittersphere?,2022-04-28 11:21:38+00:00,SarahHLib
375,@Crtnss1 @winbigtxxx_ done,2022-04-28 11:21:33+00:00,hermeseven
